hatchery,date,historic_flow,future_flow,flow_change_factor,pct_flow_change
Cole Rivers Hatchery,1943-10-01,1249359.412693312,924242.3819830532,325117.03071025875,26.02
Cole Rivers Hatchery,1944-10-01,598884.3273908839,516372.48838364333,82511.8390072406,13.78
Cole Rivers Hatchery,1945-10-01,710286.1630047025,608121.6765808878,102164.48642381479,14.38
Cole Rivers Hatchery,1946-10-01,930477.9423217651,685667.556204904,244810.38611686113,26.31
Cole Rivers Hatchery,1947-10-01,1238064.3642137328,1103692.7975043727,134371.5667093601,10.85
Cole Rivers Hatchery,1948-10-01,1092234.649685966,823261.850462795,268972.7992231711,24.63
Cole Rivers Hatchery,1949-10-01,1031143.3216104776,838009.5574557353,193133.76415474236,18.73
Cole Rivers Hatchery,1950-10-01,2101062.2177875172,1932051.6297898556,169010.58799766167,8.04
Cole Rivers Hatchery,1951-10-01,1997867.962548757,1846563.136979249,151304.8255695079,7.57
Cole Rivers Hatchery,1952-10-01,1042844.183021249,685688.0852682497,357156.0977529993,34.25
Cole Rivers Hatchery,1953-10-01,1719614.4102386497,1091121.0560291733,628493.3542094764,36.55
Cole Rivers Hatchery,1954-10-01,950832.86680196,655507.6777654515,295325.18903650856,31.06
Cole Rivers Hatchery,1955-10-01,1088972.5114039686,942379.6029229447,146592.90848102386,13.46
Cole Rivers Hatchery,1956-10-01,1328258.9456223613,1041632.6260425177,286626.31957984355,21.58
Cole Rivers Hatchery,1957-10-01,1222899.8586032407,1004140.5561452088,218759.30245803192,17.89
Cole Rivers Hatchery,1958-10-01,880947.4444755693,618210.2033515607,262737.24112400855,29.82
Cole Rivers Hatchery,1959-10-01,989527.6863717781,852547.4510840385,136980.23528773966,13.84
Cole Rivers Hatchery,1960-10-01,750505.695130042,621533.5876887892,128972.1074412528,17.18
Cole Rivers Hatchery,1961-10-01,1048977.058119425,919044.7326516045,129932.32546782063,12.39
Cole Rivers Hatchery,1962-10-01,2749137.7830395047,2538481.1074097133,210656.67562979134,7.66
Cole Rivers Hatchery,1963-10-01,887492.149320417,782027.7792809571,105464.3700394599,11.88
Cole Rivers Hatchery,1964-10-01,739823.6565598366,576216.4610972486,163607.195462588,22.11
Cole Rivers Hatchery,1965-10-01,754209.9746836273,569841.8822343664,184368.09244926088,24.45
Cole Rivers Hatchery,1966-10-01,851771.145873125,726239.623666892,125531.522206233,14.74
Cole Rivers Hatchery,1967-10-01,922699.8286868922,748204.6917021159,174495.13698477624,18.91
Cole Rivers Hatchery,1968-10-01,830793.6703860838,724796.5250348791,105997.14535120467,12.76
Cole Rivers Hatchery,1969-10-01,1149111.49143227,1004543.5905263104,144567.90090595966,12.58
Cole Rivers Hatchery,1970-10-01,682245.6663528382,628351.2382820674,53894.42807077081,7.9
Cole Rivers Hatchery,1971-10-01,1216964.5557421008,813587.3583191957,403377.1974229051,33.15
Cole Rivers Hatchery,1972-10-01,1014793.5199153157,771284.3924008522,243509.1275144635,24
Cole Rivers Hatchery,1973-10-01,918327.5828481725,809561.0662578123,108766.5165903602,11.84
Cole Rivers Hatchery,1974-10-01,804935.4242806899,529393.6426726803,275541.7816080096,34.23
Cole Rivers Hatchery,1975-10-01,1326186.084412173,1029300.2717177226,296885.81269445026,22.39
Cole Rivers Hatchery,1976-10-01,1096943.827606652,764671.4470864587,332272.38052019326,30.29
Cole Rivers Hatchery,1977-10-01,997258.2794069807,813186.5609726299,184071.7184343508,18.46
Cole Rivers Hatchery,1978-10-01,621481.5183136002,499721.38317494787,121760.13513865235,19.59
Cole Rivers Hatchery,1979-10-01,982952.1183999885,890164.932622788,92787.1857772005,9.44
Cole Rivers Hatchery,1980-10-01,647321.301683214,565464.2251967337,81857.0764864803,12.65
Cole Rivers Hatchery,1981-10-01,1302803.4676946022,1154068.3199312827,148735.14776331955,11.42
Cole Rivers Hatchery,1982-10-01,1040024.9151920596,798186.4385960317,241838.47659602785,23.25
Cole Rivers Hatchery,1983-10-01,1057132.4585330947,689164.9328028307,367967.525730264,34.81
Cole Rivers Hatchery,1984-10-01,1339878.3272418445,1020328.7729358823,319549.55430596217,23.85
Cole Rivers Hatchery,1985-10-01,838914.887370889,743617.0705506153,95297.81682027364,11.36
Cole Rivers Hatchery,1986-10-01,1701926.954813116,1312849.523172738,389077.43164037797,22.86
Cole Rivers Hatchery,1987-10-01,539173.6983460411,451762.8395173303,87410.85882871086,16.21
Cole Rivers Hatchery,1988-10-01,596443.4781368865,510583.36312143994,85860.11501544656,14.4
Cole Rivers Hatchery,1989-10-01,960120.9147094527,744825.7484825085,215295.1662269442,22.42
Cole Rivers Hatchery,1990-10-01,706157.665857668,621565.910320242,84591.75553742598,11.98
Cole Rivers Hatchery,1991-10-01,776650.4628524699,629244.4162188374,147406.0466336325,18.98
Cole Rivers Hatchery,1992-10-01,580809.2539983861,533025.3567149569,47783.89728342916,8.23
Cole Rivers Hatchery,1993-10-01,1022265.9643347065,780014.2052778605,242251.75905684603,23.7
Cole Rivers Hatchery,1994-10-01,645880.6104616066,568564.816227807,77315.79423379968,11.97
Cole Rivers Hatchery,1995-10-01,1043711.1465451282,845019.4680034945,198691.67854163365,19.04
Cole Rivers Hatchery,1996-10-01,1103142.7477398184,962938.1073257023,140204.6404141161,12.71
Cole Rivers Hatchery,1997-10-01,1158431.7811904224,945574.6676027502,212857.11358767212,18.37
Cole Rivers Hatchery,1998-10-01,743154.2221424716,615101.4735617717,128052.7485806999,17.23
Cole Rivers Hatchery,1999-10-01,1008492.123894751,682040.6210284111,326451.50286633987,32.37
Cole Rivers Hatchery,2000-10-01,821061.1866039179,663598.1353178156,157463.05128610227,19.18
Cole Rivers Hatchery,2001-10-01,525400.9826336071,482391.31624710985,43009.666386497265,8.19
Cole Rivers Hatchery,2002-10-01,645534.0624145789,493212.0651962878,152321.99721829104,23.6
Cole Rivers Hatchery,2003-10-01,646769.2652449828,538024.8629612015,108744.40228378132,16.81
Cole Rivers Hatchery,2004-10-01,937446.1767507805,845378.8449259273,92067.3318248532,9.82
Cole Rivers Hatchery,2005-10-01,762811.3734851797,706374.3615514975,56437.01193368225,7.4
Cole Rivers Hatchery,2006-10-01,831313.5220850417,558338.9042626398,272974.6178224019,32.84
Cole Rivers Hatchery,1915-11-01,1036306.8956516804,1274367.9775847665,-238061.08193308604,-22.97
Cole Rivers Hatchery,1916-11-01,1086311.1155757417,1028211.4647344974,58099.65084124438,5.35
Cole Rivers Hatchery,1917-11-01,906714.2420403054,854157.047036317,52557.195003988454,5.8
Cole Rivers Hatchery,1918-11-01,1362160.1986662685,1368163.9610177597,-6003.762351491256,-0.44
Cole Rivers Hatchery,1919-11-01,1724967.858326309,1738626.6670265237,-13658.808700214839,-0.79
Cole Rivers Hatchery,1920-11-01,2370263.308554117,2291716.1554634683,78547.15309064882,3.31
Cole Rivers Hatchery,1921-11-01,1493814.1606905323,1447966.6785416158,45847.48214891646,3.07
Cole Rivers Hatchery,1922-11-01,1386556.4640480946,1359958.4954179653,26597.96863012924,1.92
Cole Rivers Hatchery,1923-11-01,932897.2343850124,858178.1911774646,74719.04320754786,8.01
Cole Rivers Hatchery,1924-11-01,2050001.1269937935,2149294.67138439,-99293.54439059645,-4.84
Cole Rivers Hatchery,1925-11-01,1064917.8760664847,1015907.4855523341,49010.39051415061,4.6
Cole Rivers Hatchery,1926-11-01,1858969.0032995343,1986725.034788031,-127756.03148849658,-6.87
Cole Rivers Hatchery,1927-11-01,2064821.783082034,2096273.3665547674,-31451.583472733386,-1.52
Cole Rivers Hatchery,1928-11-01,897766.1799418592,879216.0664436358,18550.113498223363,2.07
Cole Rivers Hatchery,1929-11-01,486953.7191085796,438398.7583843479,48554.96072423173,9.97
Cole Rivers Hatchery,1930-11-01,809840.3722405537,881683.3364637917,-71842.96422323794,-8.87
Cole Rivers Hatchery,1931-11-01,1585772.437227545,1798083.6823423717,-212311.2451148266,-13.39
Cole Rivers Hatchery,1932-11-01,1803158.0711104595,1801367.6282863999,1790.4428240596317,0.1
Cole Rivers Hatchery,1933-11-01,975079.6919235981,860174.903605043,114904.7883185551,11.78
Cole Rivers Hatchery,1934-11-01,2770033.904261819,3010131.88374047,-240097.97947865073,-8.67
Cole Rivers Hatchery,1935-11-01,1013224.7137008135,1015983.5351371381,-2758.8214363246225,-0.27
Cole Rivers Hatchery,1936-11-01,470634.3005748415,400905.0417711585,69729.25880368298,14.82
Cole Rivers Hatchery,1937-11-01,2466421.0105196526,2530646.4010976157,-64225.39057796309,-2.6
Cole Rivers Hatchery,1938-11-01,1619123.2819487797,1738932.082883925,-119808.80093514523,-7.4
Cole Rivers Hatchery,1939-11-01,755600.7519460134,711902.922857268,43697.829088745406,5.78
Cole Rivers Hatchery,1940-11-01,1735453.9994512582,1720626.8708782739,14827.128572984366,0.85
Cole Rivers Hatchery,1941-11-01,1526862.6350651833,1515482.840736809,11379.794328374323,0.75
Cole Rivers Hatchery,1942-11-01,2538534.585307677,2981406.807194672,-442872.22188699525,-17.45
Cole Rivers Hatchery,1943-11-01,2138600.4483978483,2050683.373423166,87917.07497468218,4.11
Cole Rivers Hatchery,1944-11-01,1390382.653488757,1417868.71894826,-27486.06545950286,-1.98
Cole Rivers Hatchery,1945-11-01,1797763.8383055385,2248237.246226593,-450473.4079210544,-25.06
Cole Rivers Hatchery,1946-11-01,1615388.6733912907,1702362.094288999,-86973.42089770827,-5.38
Cole Rivers Hatchery,1947-11-01,2012581.637032168,2034311.133714657,-21729.496682489058,-1.08
Cole Rivers Hatchery,1948-11-01,1603521.7389258456,1650496.3459437455,-46974.60701789986,-2.93
Cole Rivers Hatchery,1949-11-01,1110777.6444774233,1054002.9385346768,56774.705942746485,5.11
Cole Rivers Hatchery,1950-11-01,6072391.458876142,6549303.573060491,-476912.11418434884,-7.85
Cole Rivers Hatchery,1951-11-01,2883821.218313868,3116064.4865327124,-232243.2682188442,-8.05
Cole Rivers Hatchery,1952-11-01,709343.372254046,576688.6691990152,132654.70305503078,18.7
Cole Rivers Hatchery,1953-11-01,2750879.124262102,2874168.426732164,-123289.30247006193,-4.48
Cole Rivers Hatchery,1954-11-01,963850.7098042028,835126.1186803104,128724.59112389234,13.36
Cole Rivers Hatchery,1955-11-01,1825096.7829155275,2109171.7776469956,-284074.99473146815,-15.56
Cole Rivers Hatchery,1956-11-01,2518647.1160745383,2767287.2775512463,-248640.16147670802,-9.87
Cole Rivers Hatchery,1957-11-01,1857939.3943543674,2016431.866988784,-158492.47263441654,-8.53
Cole Rivers Hatchery,1958-11-01,1675794.988305417,1702114.6662605281,-26319.677955111256,-1.57
Cole Rivers Hatchery,1959-11-01,1022489.5435340371,950716.2783205218,71773.26521351526,7.02
Cole Rivers Hatchery,1960-11-01,1588951.8204179762,1862649.2896403268,-273697.4692223505,-17.23
Cole Rivers Hatchery,1961-11-01,2232194.7330966387,2524639.81280053,-292445.0797038912,-13.1
Cole Rivers Hatchery,1962-11-01,3004824.656523889,2951825.6020976203,52999.054426268674,1.76
Cole Rivers Hatchery,1963-11-01,2733020.4817559,2934111.316532737,-201090.8347768369,-7.36
Cole Rivers Hatchery,1964-11-01,999336.1137234826,1133454.7033129265,-134118.58958944387,-13.42
Cole Rivers Hatchery,1965-11-01,1207483.1669698174,1196488.9850257817,10994.181944035692,0.91
Cole Rivers Hatchery,1966-11-01,2425744.186740684,2521066.5893422924,-95322.40260160854,-3.93
Cole Rivers Hatchery,1967-11-01,938042.6130367304,889290.5744408125,48752.038595917984,5.2
Cole Rivers Hatchery,1968-11-01,2385905.616724643,2449619.444147603,-63713.827422960196,-2.67
Cole Rivers Hatchery,1969-11-01,1387720.328100259,1355856.6243323286,31863.70376793039,2.3
Cole Rivers Hatchery,1970-11-01,2520763.538121752,2696677.2269144603,-175913.68879270833,-6.98
Cole Rivers Hatchery,1971-11-01,1627916.7306955871,1563269.46107004,64647.26962554711,3.97
Cole Rivers Hatchery,1972-11-01,1228788.219117783,1152929.2415727314,75858.9775450516,6.17
Cole Rivers Hatchery,1973-11-01,5308995.325681279,6189256.529621401,-880261.2039401215,-16.58
Cole Rivers Hatchery,1974-11-01,816245.9024243151,731381.4776582008,84864.42476611433,10.4
Cole Rivers Hatchery,1975-11-01,2273942.5864940477,2340786.245986344,-66843.65949229617,-2.94
Cole Rivers Hatchery,1976-11-01,895864.3063366953,717372.9079668367,178491.39836985862,19.92
Cole Rivers Hatchery,1977-11-01,1821146.3656634244,1980910.9079527194,-159764.542289295,-8.77
Cole Rivers Hatchery,1978-11-01,561142.317587969,508367.2737606942,52775.043827274814,9.4
Cole Rivers Hatchery,1979-11-01,1935970.140117835,2013927.4774782662,-77957.33736043121,-4.03
Cole Rivers Hatchery,1980-11-01,1172869.6396537547,1189234.8951556042,-16365.255501849577,-1.4
Cole Rivers Hatchery,1981-11-01,2657282.2364538694,2758776.3924061432,-101494.15595227387,-3.82
Cole Rivers Hatchery,1982-11-01,1591540.456571219,1550999.6464436632,40540.81012755586,2.55
Cole Rivers Hatchery,1983-11-01,2378899.399663162,2444074.496520831,-65175.09685766883,-2.74
Cole Rivers Hatchery,1984-11-01,4064821.267607608,4301705.028908565,-236883.76130095683,-5.83
Cole Rivers Hatchery,1985-11-01,1320234.5069117215,1400696.6767397174,-80462.16982799582,-6.09
Cole Rivers Hatchery,1986-11-01,2137366.425637147,2073322.8585940723,64043.56704307464,3
Cole Rivers Hatchery,1987-11-01,699210.1205714671,680262.8961312681,18947.224440198974,2.71
Cole Rivers Hatchery,1988-11-01,2085693.5285559886,2403961.720568598,-318268.1920126092,-15.26
Cole Rivers Hatchery,1989-11-01,1069213.0718961284,978950.4474768286,90262.62441929977,8.44
Cole Rivers Hatchery,1990-11-01,1405103.4782903509,1416378.860894464,-11275.382604113081,-0.8
Cole Rivers Hatchery,1991-11-01,1664331.9690444255,1700885.632502994,-36553.66345856851,-2.2
Cole Rivers Hatchery,1992-11-01,2176529.273000114,2270197.2466488895,-93667.97364877537,-4.3
Cole Rivers Hatchery,1993-11-01,731516.799090551,617725.7589042169,113791.04018633405,15.56
Cole Rivers Hatchery,1994-11-01,1568133.8941074873,1869704.8996248203,-301571.00551733305,-19.23
Cole Rivers Hatchery,1995-11-01,1637411.7835595848,1597323.7040568849,40088.0795026999,2.45
Cole Rivers Hatchery,1996-11-01,3400989.9564571227,3497181.839928305,-96191.88347118208,-2.83
Cole Rivers Hatchery,1997-11-01,2062612.8694003604,1995022.6900269794,67590.17937338096,3.28
Cole Rivers Hatchery,1998-11-01,2578502.0840856014,3050076.7708796225,-471574.68679402117,-18.29
Cole Rivers Hatchery,1999-11-01,1639128.7469134838,1563781.3373185326,75347.4095949512,4.6
Cole Rivers Hatchery,2000-11-01,1212539.6780691778,1224090.3305242267,-11550.652455048868,-0.95
Cole Rivers Hatchery,2001-11-01,1023852.3059876108,1124269.418285869,-100417.11229825823,-9.81
Cole Rivers Hatchery,2002-11-01,1101611.6207036953,1170390.8259825218,-68779.20527882641,-6.24
Cole Rivers Hatchery,2003-11-01,945859.2079642176,965005.4952143851,-19146.287250167457,-2.02
Cole Rivers Hatchery,2004-11-01,1418782.5693656344,1409538.3763449902,9244.193020644132,0.65
Cole Rivers Hatchery,2005-11-01,2327319.420938769,2778611.251913538,-451291.8309747693,-19.39
Cole Rivers Hatchery,2006-11-01,2053071.1690534716,2160459.218770463,-107388.04971699137,-5.23
Cole Rivers Hatchery,1915-12-01,2450574.8479718533,3461221.876277845,-1010647.0283059916,-41.24
Cole Rivers Hatchery,1916-12-01,1762589.9184855088,2029900.116830348,-267310.1983448393,-15.17
Cole Rivers Hatchery,1917-12-01,3104644.795330262,3522129.7228902592,-417484.9275599974,-13.45
Cole Rivers Hatchery,1918-12-01,1482001.4412798954,1540466.6238657734,-58465.182585878065,-3.95
Cole Rivers Hatchery,1919-12-01,1910475.8345772142,2260278.1129384153,-349802.27836120105,-18.31
Cole Rivers Hatchery,1920-12-01,4428727.986279312,5151260.925493554,-722532.9392142426,-16.31
Cole Rivers Hatchery,1921-12-01,2771716.210030049,3302343.848220248,-530627.6381901987,-19.14
Cole Rivers Hatchery,1922-12-01,1604072.7778234908,1820428.98232973,-216356.20450623916,-13.49
Cole Rivers Hatchery,1923-12-01,1679531.2264964788,1817165.4089093236,-137634.18241284485,-8.19
Cole Rivers Hatchery,1924-12-01,1932044.3641505686,2100181.6539199967,-168137.28976942808,-8.7
Cole Rivers Hatchery,1925-12-01,1583068.6944155283,1616675.4885877492,-33606.79417222086,-2.12
Cole Rivers Hatchery,1926-12-01,4874571.58817089,5892726.2947806595,-1018154.7066097697,-20.89
Cole Rivers Hatchery,1927-12-01,3521994.6165547455,3933260.495909075,-411265.8793543293,-11.68
Cole Rivers Hatchery,1928-12-01,1242436.4705415643,1309848.6534931976,-67412.18295163335,-5.43
Cole Rivers Hatchery,1929-12-01,1978318.6461185936,2399656.821479192,-421338.17536059837,-21.3
Cole Rivers Hatchery,1930-12-01,1151785.7392999597,1349873.4710843563,-198087.73178439657,-17.2
Cole Rivers Hatchery,1931-12-01,1622761.7740553243,2025347.534481701,-402585.7604263767,-24.81
Cole Rivers Hatchery,1932-12-01,2135088.1177704595,2344209.274722232,-209121.15695177251,-9.79
Cole Rivers Hatchery,1933-12-01,1467659.5242534303,1610892.6427456057,-143233.11849217536,-9.76
Cole Rivers Hatchery,1934-12-01,3739927.7115700007,4850161.769705847,-1110234.0581358462,-29.69
Cole Rivers Hatchery,1935-12-01,1372142.1161124278,1468004.2722521012,-95862.15613967343,-6.99
Cole Rivers Hatchery,1936-12-01,571708.9251400622,602388.8335012189,-30679.908361156704,-5.37
Cole Rivers Hatchery,1937-12-01,4828490.439440715,5183343.6281090835,-354853.1886683684,-7.35
Cole Rivers Hatchery,1938-12-01,2381251.592481873,2810088.3296364974,-428836.7371546244,-18.01
Cole Rivers Hatchery,1939-12-01,1979665.6158570382,2067458.3449801074,-87792.7291230692,-4.43
Cole Rivers Hatchery,1940-12-01,2188853.4422128876,2302860.070653217,-114006.62844032934,-5.21
Cole Rivers Hatchery,1941-12-01,4000669.638103152,4309401.157592835,-308731.51948968275,-7.72
Cole Rivers Hatchery,1942-12-01,5219704.328802453,7695119.485928016,-2475415.1571255624,-47.42
Cole Rivers Hatchery,1943-12-01,1811214.595362858,1789816.1602760912,21398.435086766724,1.18
Cole Rivers Hatchery,1944-12-01,1422713.8096557413,1490762.6915169645,-68048.88186122314,-4.78
Cole Rivers Hatchery,1945-12-01,3278029.240703887,4733406.101491271,-1455376.8607873837,-44.4
Cole Rivers Hatchery,1946-12-01,2806013.9960961146,3686708.4427582817,-880694.4466621671,-31.39
Cole Rivers Hatchery,1947-12-01,1996158.1439574605,2111245.3494203133,-115087.20546285273,-5.77
Cole Rivers Hatchery,1948-12-01,2408738.4495142517,3400403.5785032273,-991665.1289889757,-41.17
Cole Rivers Hatchery,1949-12-01,1519039.0534976884,1595902.3828171673,-76863.32931947894,-5.06
Cole Rivers Hatchery,1950-12-01,7603926.45020452,8509732.036484499,-905805.586279979,-11.91
Cole Rivers Hatchery,1951-12-01,3997029.154452546,5196384.729227711,-1199355.5747751654,-30.01
Cole Rivers Hatchery,1952-12-01,1248732.487337358,1773176.7678196507,-524444.2804822926,-42
Cole Rivers Hatchery,1953-12-01,5337676.486429891,6992098.440641515,-1654421.9542116243,-31
Cole Rivers Hatchery,1954-12-01,1220005.1559628528,1224410.8948102219,-4405.738847369095,-0.36
Cole Rivers Hatchery,1955-12-01,5235065.630569024,7165125.840749306,-1930060.2101802817,-36.87
Cole Rivers Hatchery,1956-12-01,3529503.3205909934,3999082.657824766,-469579.3372337725,-13.3
Cole Rivers Hatchery,1957-12-01,2766160.372673344,3472462.3145860853,-706301.9419127414,-25.53
Cole Rivers Hatchery,1958-12-01,2094723.7980004447,2152018.326099333,-57294.52809888823,-2.74
Cole Rivers Hatchery,1959-12-01,1039699.4181318237,1021127.0072956377,18572.41083618591,1.79
Cole Rivers Hatchery,1960-12-01,3155602.8608958344,4117293.869769039,-961691.0088732047,-30.48
Cole Rivers Hatchery,1961-12-01,2865807.79494959,3953826.0427725776,-1088018.2478229874,-37.97
Cole Rivers Hatchery,1962-12-01,4689489.860329896,5119248.946278159,-429759.08594826236,-9.16
Cole Rivers Hatchery,1963-12-01,2888651.374242181,3149543.739482208,-260892.3652400272,-9.03
Cole Rivers Hatchery,1964-12-01,6900116.326631915,8414843.402648825,-1514727.0760169104,-21.95
Cole Rivers Hatchery,1965-12-01,1446628.77172604,1565060.9099177073,-118432.13819166739,-8.19
Cole Rivers Hatchery,1966-12-01,4585852.8730328735,5474467.006128523,-888614.1330956491,-19.38
Cole Rivers Hatchery,1967-12-01,1155270.5070177305,1405344.1945525508,-250073.6875348203,-21.65
Cole Rivers Hatchery,1968-12-01,3278956.905402249,3721146.9429460443,-442190.0375437951,-13.49
Cole Rivers Hatchery,1969-12-01,2252293.235178916,2390553.5869841,-138260.35180518404,-6.14
Cole Rivers Hatchery,1970-12-01,4641134.657971459,6152717.6093582,-1511582.9513867404,-32.57
Cole Rivers Hatchery,1971-12-01,2699478.576739568,3711812.2573717595,-1012333.6806321917,-37.5
Cole Rivers Hatchery,1972-12-01,1677870.7470585715,1897921.2283708826,-220050.48131231102,-13.11
Cole Rivers Hatchery,1973-12-01,7645166.865648991,9671922.567195805,-2026755.7015468134,-26.51
Cole Rivers Hatchery,1974-12-01,2021744.5643866188,2381008.7404357824,-359264.17604916357,-17.77
Cole Rivers Hatchery,1975-12-01,3424018.667720895,4588661.483980478,-1164642.816259583,-34.01
Cole Rivers Hatchery,1976-12-01,750482.1147275696,637853.3173214664,112628.79740610323,15.01
Cole Rivers Hatchery,1977-12-01,5824330.628008936,6702961.407579179,-878630.7795702433,-15.09
Cole Rivers Hatchery,1978-12-01,1787600.0897135704,1970714.8969515648,-183114.8072379944,-10.24
Cole Rivers Hatchery,1979-12-01,3081573.255440239,3486652.444188246,-405079.1887480072,-13.15
Cole Rivers Hatchery,1980-12-01,3381482.904231118,3959887.1877626856,-578404.2835315675,-17.11
Cole Rivers Hatchery,1981-12-01,7226011.572389826,7870201.082085704,-644189.5096958783,-8.91
Cole Rivers Hatchery,1982-12-01,3791751.156521043,4835755.217087385,-1044004.0605663424,-27.53
Cole Rivers Hatchery,1983-12-01,6028031.091028276,7820387.749806052,-1792356.6587777762,-29.73
Cole Rivers Hatchery,1984-12-01,5028723.574755385,6346220.155113542,-1317496.5803581579,-26.2
Cole Rivers Hatchery,1985-12-01,1569448.3750510162,1929516.1397574132,-360067.76470639696,-22.94
Cole Rivers Hatchery,1986-12-01,2651049.2251126105,2818289.5919469018,-167240.36683429126,-6.31
Cole Rivers Hatchery,1987-12-01,2682930.9453404783,2968097.853942766,-285166.9086022875,-10.63
Cole Rivers Hatchery,1988-12-01,3129758.2602126645,4257210.606460849,-1127452.3462481843,-36.02
Cole Rivers Hatchery,1989-12-01,1552097.4901628501,1635941.368745615,-83843.87858276488,-5.4
Cole Rivers Hatchery,1990-12-01,1765378.3204917442,1901891.6481542988,-136513.32766255457,-7.73
Cole Rivers Hatchery,1991-12-01,2873766.0089151715,3260802.4610903114,-387036.4521751399,-13.47
Cole Rivers Hatchery,1992-12-01,2497915.2436479325,3060939.780119291,-563024.5364713585,-22.54
Cole Rivers Hatchery,1993-12-01,1660705.6045832145,1908244.597824756,-247538.99324154155,-14.91
Cole Rivers Hatchery,1994-12-01,2101445.19971576,2895366.177174833,-793920.9774590731,-37.78
Cole Rivers Hatchery,1995-12-01,7174216.694586067,7426854.471213034,-252637.7766269669,-3.52
Cole Rivers Hatchery,1996-12-01,9159318.600012615,11131482.976573939,-1972164.3765613232,-21.53
Cole Rivers Hatchery,1997-12-01,2438430.339527632,2586150.78729615,-147720.44776851777,-6.06
Cole Rivers Hatchery,1998-12-01,5438375.457715269,7216311.789748602,-1777936.3320333324,-32.69
Cole Rivers Hatchery,1999-12-01,2797769.513280168,3277885.6550259623,-480116.1417457941,-17.16
Cole Rivers Hatchery,2000-12-01,1602472.5290531209,1822907.1533192454,-220434.62426612456,-13.76
Cole Rivers Hatchery,2001-12-01,2474701.3136125137,3597259.025548564,-1122557.71193605,-45.36
Cole Rivers Hatchery,2002-12-01,1993910.3259339256,2204715.8650830467,-210805.53914912115,-10.57
Cole Rivers Hatchery,2003-12-01,3027916.496791626,3470352.269195689,-442435.772404063,-14.61
Cole Rivers Hatchery,2004-12-01,3506920.848706973,3834009.1711282013,-327088.3224212285,-9.33
Cole Rivers Hatchery,2005-12-01,3193571.9032100746,4213273.345793284,-1019701.4425832089,-31.93
Cole Rivers Hatchery,2006-12-01,4248540.458422976,5087202.964870315,-838662.5064473394,-19.74
Leaburg Hatchery,1915-01-01,24436873.916474923,26413235.53641433,-1976361.6199394055,-8.09
Leaburg Hatchery,1916-01-01,14820592.690346936,18056970.38799169,-3236377.6976447534,-21.84
Leaburg Hatchery,1917-01-01,9180658.889571417,10574772.093224065,-1394113.2036526483,-15.19
Leaburg Hatchery,1918-01-01,22039450.652062688,23109939.04914331,-1070488.3970806226,-4.86
Leaburg Hatchery,1919-01-01,15277488.851132452,16813158.603511307,-1535669.752378855,-10.05
Leaburg Hatchery,1920-01-01,12228208.01598928,13958524.910176542,-1730316.8941872623,-14.15
Leaburg Hatchery,1921-01-01,24113956.251013465,27228052.718627006,-3114096.4676135406,-12.91
Leaburg Hatchery,1922-01-01,12833150.75290049,14839495.008722665,-2006344.2558221743,-15.63
Leaburg Hatchery,1923-01-01,24215249.644568566,26972613.247370943,-2757363.602802377,-11.39
Leaburg Hatchery,1924-01-01,11409979.172119346,13237121.041274322,-1827141.8691549767,-16.01
Leaburg Hatchery,1925-01-01,15793211.27924188,18118761.223643407,-2325549.944401527,-14.72
Leaburg Hatchery,1926-01-01,11489329.284748873,12202466.58758115,-713137.3028322775,-6.21
Leaburg Hatchery,1927-01-01,19520169.33618916,22659787.0141989,-3139617.678009741,-16.08
Leaburg Hatchery,1928-01-01,14694394.301631188,16878807.210331485,-2184412.9087002967,-14.87
Leaburg Hatchery,1929-01-01,13143085.35924494,14439714.603187438,-1296629.2439424973,-9.87
Leaburg Hatchery,1930-01-01,12529724.977573559,13681912.320163516,-1152187.3425899576,-9.2
Leaburg Hatchery,1931-01-01,9562971.383403886,10785999.371581294,-1223027.9881774075,-12.79
Leaburg Hatchery,1932-01-01,11110385.21958788,15672436.665838288,-4562051.446250409,-41.06
Leaburg Hatchery,1933-01-01,14873864.70730687,18356689.52906946,-3482824.8217625916,-23.42
Leaburg Hatchery,1934-01-01,22751899.471814007,24118581.076946173,-1366681.6051321663,-6.01
Leaburg Hatchery,1935-01-01,18530052.929909866,21675153.650759015,-3145100.720849149,-16.97
Leaburg Hatchery,1936-01-01,18743609.818543606,20940161.880789887,-2196552.0622462817,-11.72
Leaburg Hatchery,1937-01-01,8091719.666358725,8988474.573839424,-896754.907480699,-11.08
Leaburg Hatchery,1938-01-01,20718060.217900462,22476208.07622891,-1758147.8583284467,-8.49
Leaburg Hatchery,1939-01-01,12945207.579038162,14402255.895875243,-1457048.3168370817,-11.26
Leaburg Hatchery,1940-01-01,11910126.758964388,12310196.561716575,-400069.8027521875,-3.36
Leaburg Hatchery,1941-01-01,14105206.55372636,15412065.679057313,-1306859.125330953,-9.27
Leaburg Hatchery,1942-01-01,16322621.039115949,17327077.561042618,-1004456.5219266694,-6.15
Leaburg Hatchery,1943-01-01,29035854.686917678,36659934.994474925,-7624080.307557248,-26.26
Leaburg Hatchery,1944-01-01,9880743.305420363,10461907.96024697,-581164.6548266076,-5.88
Leaburg Hatchery,1945-01-01,10650507.445374537,11276005.332481768,-625497.8871072307,-5.87
Leaburg Hatchery,1946-01-01,27776284.15622665,31696570.494154412,-3920286.3379277624,-14.11
