hatchery,date,historic_flow,future_flow,flow_change_factor,pct_flow_change
Bandon Hatchery,1942-02-01,37089.50216151795,34468.799592734744,2620.7025687832065,7.07
Bandon Hatchery,1943-02-01,66003.73472312122,67953.54329533079,-1949.8085722095711,-2.95
Bandon Hatchery,1944-02-01,13248.680081938313,13183.040783337858,65.63929860045573,0.5
Bandon Hatchery,1945-02-01,22051.990946906444,22275.93248717182,-223.9415402653758,-1.02
Bandon Hatchery,1946-02-01,48057.91109293392,49721.765616765624,-1663.854523831702,-3.46
Bandon Hatchery,1947-02-01,16746.453685853612,17021.656168653175,-275.20248279956286,-1.64
Bandon Hatchery,1948-02-01,27919.692890653416,26127.431104715397,1792.2617859380189,6.42
Bandon Hatchery,1949-02-01,31169.440676063165,29374.159458140035,1795.2812179231296,5.76
Bandon Hatchery,1950-02-01,42960.18852299663,45142.600457479195,-2182.4119344825667,-5.08
Bandon Hatchery,1951-02-01,76995.7674205783,78914.00802958489,-1918.2406090065924,-2.49
Bandon Hatchery,1952-02-01,49299.42613539359,51141.615809634226,-1842.1896742406389,-3.74
Bandon Hatchery,1953-02-01,60272.42344315713,61785.772556277225,-1513.3491131200935,-2.51
Bandon Hatchery,1954-02-01,73527.41716820009,73128.656502662,398.76066553809505,0.54
Bandon Hatchery,1955-02-01,13069.471909562208,12810.016057037243,259.45585252496494,1.99
Bandon Hatchery,1956-02-01,75354.65349330062,77054.2160500847,-1699.5625567840762,-2.26
Bandon Hatchery,1957-02-01,15748.29444492312,15676.250546782696,72.04389814042406,0.46
Bandon Hatchery,1958-02-01,67862.4063135444,68736.1284110855,-873.7220975411037,-1.29
Bandon Hatchery,1959-02-01,35298.02524969315,35531.976001339004,-233.95075164585433,-0.66
Bandon Hatchery,1960-02-01,24499.133227210314,24383.528569079466,115.60465813084738,0.47
Bandon Hatchery,1961-02-01,43558.84087600119,43928.568955720875,-369.72807971968723,-0.85
Bandon Hatchery,1962-02-01,15643.294069950523,15767.593138949265,-124.29906899874186,-0.79
Bandon Hatchery,1963-02-01,24368.27226962069,24089.67855564902,278.5937139716698,1.14
Bandon Hatchery,1964-02-01,42320.66809774414,42271.999411889185,48.66868585495831,0.11
Bandon Hatchery,1965-02-01,59494.85063918916,61354.444434417645,-1859.5937952284876,-3.13
Bandon Hatchery,1966-02-01,30743.718479368676,32691.69855536863,-1947.9800759999562,-6.34
Bandon Hatchery,1967-02-01,46099.67164295267,49440.348171581594,-3340.676528628923,-7.25
Bandon Hatchery,1968-02-01,24310.336600077673,25233.4775211674,-923.1409210897255,-3.8
Bandon Hatchery,1969-02-01,72113.10828885628,72881.37235335064,-768.2640644943604,-1.07
Bandon Hatchery,1970-02-01,65856.89913584334,65759.65078149078,97.24835435255955,0.15
Bandon Hatchery,1971-02-01,57015.22343914622,59857.10874911094,-2841.885309964724,-4.98
Bandon Hatchery,1972-02-01,47518.80921692353,46539.82806791953,978.981149004001,2.06
Bandon Hatchery,1973-02-01,14075.37968625977,13946.75818440079,128.621501858981,0.91
Bandon Hatchery,1974-02-01,72622.94621187513,74619.18876505253,-1996.242553177406,-2.75
Bandon Hatchery,1975-02-01,33898.90001050644,35651.38718528555,-1752.4871747791112,-5.17
Bandon Hatchery,1976-02-01,26266.750077963978,27034.00096663106,-767.2508886670839,-2.92
Bandon Hatchery,1977-02-01,5338.121580963572,5159.12597801073,178.9956029528421,3.35
Bandon Hatchery,1978-02-01,45903.56795369567,46807.9767674087,-904.4088137130311,-1.97
Bandon Hatchery,1979-02-01,18067.721146952863,17833.723192778365,233.99795417449786,1.3
Bandon Hatchery,1980-02-01,29298.958640153684,30048.07580882803,-749.1171686743473,-2.56
Bandon Hatchery,1981-02-01,15432.891846836072,15480.898333117046,-48.00648628097406,-0.31
Bandon Hatchery,1982-02-01,56274.06405056431,56857.092302464785,-583.0282519004759,-1.04
Bandon Hatchery,1983-02-01,64276.53206893889,64982.85125532155,-706.3191863826578,-1.1
Bandon Hatchery,1984-02-01,37069.11116667097,36395.035922901785,674.0752437691845,1.82
Bandon Hatchery,1985-02-01,19237.676206938137,18793.78259065235,443.89361628578627,2.31
Bandon Hatchery,1986-02-01,34174.31740777205,34314.25043600161,-139.9330282295632,-0.41
Bandon Hatchery,1987-02-01,25633.826398327008,25485.15982182758,148.66657649942863,0.58
Bandon Hatchery,1988-02-01,14834.08500484098,15251.951706469787,-417.8667016288073,-2.82
Bandon Hatchery,1989-02-01,16964.847691537987,17909.670649136584,-944.822957598597,-5.57
Bandon Hatchery,1990-02-01,23879.01985767596,24047.61127472367,-168.5914170477081,-0.71
Bandon Hatchery,1991-02-01,15256.876362971172,15288.771214762502,-31.89485179133044,-0.21
Bandon Hatchery,1992-02-01,14251.517568666935,14462.328441033116,-210.81087236618077,-1.48
Bandon Hatchery,1993-02-01,23344.610435574017,24583.460469901947,-1238.8500343279302,-5.31
Bandon Hatchery,1994-02-01,14456.608509491469,14365.515752767269,91.09275672419972,0.63
Bandon Hatchery,1995-02-01,51954.36985293691,55422.122477113946,-3467.7526241770393,-6.67
Bandon Hatchery,1996-02-01,74158.99409853146,75744.1977469311,-1585.2036483996344,-2.14
Bandon Hatchery,1997-02-01,78197.20062325925,79905.85074190867,-1708.6501186494133,-2.19
Bandon Hatchery,1998-02-01,49490.3102315788,46597.415710090376,2892.8945214884225,5.85
Bandon Hatchery,1999-02-01,78526.05000287226,80974.12890130961,-2448.0788984373503,-3.12
Bandon Hatchery,2000-02-01,40271.84157026357,42988.12809284824,-2716.286522584669,-6.74
Bandon Hatchery,2001-02-01,8224.997728403467,8197.197480840414,27.800247563052835,0.34
Bandon Hatchery,2002-02-01,40677.841648017515,43309.232441003325,-2631.3907929858105,-6.47
Bandon Hatchery,2003-02-01,28826.006560532904,30566.82404943824,-1740.817488905337,-6.04
Bandon Hatchery,2004-02-01,30996.33456854985,32800.18345928764,-1803.8488907377905,-5.82
Bandon Hatchery,2005-02-01,10013.18414261075,9985.331667736482,27.8524748742675,0.28
Bandon Hatchery,2006-02-01,72194.57559317967,73560.9578248396,-1366.3822316599253,-1.89
Bandon Hatchery,1915-03-01,12808.683455733291,12908.250753462882,-99.56729772959079,-0.78
Bandon Hatchery,1916-03-01,57667.12190091301,58592.91960715537,-925.7977062423597,-1.61
Bandon Hatchery,1917-03-01,21583.118898247234,20349.99099545499,1233.1279027922428,5.71
Bandon Hatchery,1918-03-01,38538.72272355181,39793.532507254095,-1254.809783702287,-3.26
Bandon Hatchery,1919-03-01,60840.897337944014,62131.38421368534,-1290.4868757413278,-2.12
Bandon Hatchery,1920-03-01,12433.823434154127,12493.812686026287,-59.98925187216082,-0.48
Bandon Hatchery,1921-03-01,48684.84914611411,48860.421991600946,-175.57284548683674,-0.36
Bandon Hatchery,1922-03-01,28876.96773791959,29195.979494530595,-319.0117566110057,-1.1
Bandon Hatchery,1923-03-01,21523.744592989133,21656.54124584519,-132.79665285605734,-0.62
Bandon Hatchery,1924-03-01,10479.695155916263,10432.290376378995,47.40477953726804,0.45
Bandon Hatchery,1925-03-01,39573.83242849925,40044.25061867847,-470.4181901792181,-1.19
Bandon Hatchery,1926-03-01,17877.050115844915,17158.146638712013,718.9034771329025,4.02
Bandon Hatchery,1927-03-01,63596.80571330635,64363.310014589944,-766.5043012835959,-1.21
Bandon Hatchery,1928-03-01,22114.960459121467,22106.523712839346,8.436746282121021,0.04
Bandon Hatchery,1929-03-01,10531.54960754787,10600.583032937504,-69.03342538963443,-0.66
Bandon Hatchery,1930-03-01,13997.893451537222,13883.835895590493,114.05755594672883,0.81
Bandon Hatchery,1931-03-01,14380.20153319305,14500.204719146876,-120.00318595382487,-0.83
Bandon Hatchery,1932-03-01,34308.61709891511,34840.08574513962,-531.4686462245154,-1.55
Bandon Hatchery,1933-03-01,41855.66426949882,42824.040654207914,-968.3763847090959,-2.31
Bandon Hatchery,1934-03-01,20859.264569364423,20374.0358059556,485.2287634088243,2.33
Bandon Hatchery,1935-03-01,36884.59116231518,37358.60872746017,-474.01756514498993,-1.29
Bandon Hatchery,1936-03-01,29727.099625490217,30060.893559519798,-333.7939340295816,-1.12
Bandon Hatchery,1937-03-01,18656.526908231073,18426.222889940265,230.30401829080802,1.23
Bandon Hatchery,1938-03-01,85790.86455365755,86205.01734404385,-414.1527903863025,-0.48
Bandon Hatchery,1939-03-01,21356.711167031932,21941.83440795726,-585.123240925328,-2.74
Bandon Hatchery,1940-03-01,52240.83501104703,52377.53766869601,-136.70265764898068,-0.26
Bandon Hatchery,1941-03-01,16690.78271143299,16723.71821076618,-32.93549933319082,-0.2
Bandon Hatchery,1942-03-01,29328.984974184328,27984.091299044598,1344.8936751397305,4.59
Bandon Hatchery,1943-03-01,32742.59369786306,32973.49216102826,-230.89846316520197,-0.71
Bandon Hatchery,1944-03-01,14189.945997679524,13838.926956570704,351.0190411088206,2.47
Bandon Hatchery,1945-03-01,25782.236901278597,26059.085911591104,-276.84901031250774,-1.07
Bandon Hatchery,1946-03-01,45762.49545190058,46362.210814892846,-599.7153629922686,-1.31
Bandon Hatchery,1947-03-01,21481.32234534384,22184.448143522226,-703.1257981783856,-3.27
Bandon Hatchery,1948-03-01,40597.79442138852,39573.67108425217,1024.1233371363487,2.52
Bandon Hatchery,1949-03-01,43085.19891131882,40958.3369711838,2126.861940135015,4.94
Bandon Hatchery,1950-03-01,49481.49285969201,50642.701810184786,-1161.208950492779,-2.35
Bandon Hatchery,1951-03-01,61206.29414034719,61994.27537668042,-787.9812363332312,-1.29
Bandon Hatchery,1952-03-01,43940.127436180046,44419.52135115549,-479.3939149754442,-1.09
Bandon Hatchery,1953-03-01,42054.12613952062,42378.71878512376,-324.5926456031448,-0.77
Bandon Hatchery,1954-03-01,47937.45059338286,47768.6992354967,168.7513578861617,0.35
Bandon Hatchery,1955-03-01,16666.800110816264,16022.3744178188,644.4256929974636,3.87
Bandon Hatchery,1956-03-01,74436.43150465858,74914.08101525456,-477.6495105959766,-0.64
Bandon Hatchery,1957-03-01,40919.819326397526,40242.18375759758,677.6355687999458,1.66
Bandon Hatchery,1958-03-01,67592.53660266804,67815.42106841905,-222.88446575100534,-0.33
Bandon Hatchery,1959-03-01,33629.69036326278,33695.999203570165,-66.30884030738525,-0.2
Bandon Hatchery,1960-03-01,27819.516389445915,27007.80234605143,811.7140433944842,2.92
Bandon Hatchery,1961-03-01,63409.318747434925,64002.77809157589,-593.459344140967,-0.94
Bandon Hatchery,1962-03-01,20064.879888469844,20310.910541447574,-246.03065297772991,-1.23
Bandon Hatchery,1963-03-01,21723.64695819542,21248.20487522342,475.4420829720002,2.19
Bandon Hatchery,1964-03-01,34473.361134946514,34428.02524454558,45.33589040093648,0.13
Bandon Hatchery,1965-03-01,28159.47805516505,28383.160763197277,-223.6827080322255,-0.79
Bandon Hatchery,1966-03-01,39779.40079572677,40768.92124171682,-989.5204459900488,-2.49
Bandon Hatchery,1967-03-01,34540.53321591766,35527.95547750102,-987.4222615833569,-2.86
Bandon Hatchery,1968-03-01,32393.258084767196,33690.88061444779,-1297.622529680597,-4.01
Bandon Hatchery,1969-03-01,40036.06046562646,40047.18652386114,-11.126058234680386,-0.03
Bandon Hatchery,1970-03-01,41008.92383767774,40789.52966518016,219.39417249758117,0.53
Bandon Hatchery,1971-03-01,52105.37738022104,52994.22074734675,-888.843367125708,-1.71
Bandon Hatchery,1972-03-01,72587.4643402512,72719.63429117648,-132.1699509252794,-0.18
Bandon Hatchery,1973-03-01,16227.502343868531,16002.82801641597,224.67432745256156,1.38
Bandon Hatchery,1974-03-01,78789.5728742421,79728.38236919019,-938.8094949480874,-1.19
Bandon Hatchery,1975-03-01,48477.25121112801,49903.66539001241,-1426.414178884399,-2.94
Bandon Hatchery,1976-03-01,33310.60381298805,33520.78132676077,-210.17751377272361,-0.63
Bandon Hatchery,1977-03-01,13156.572278386773,13052.003239505982,104.56903888079069,0.79
Bandon Hatchery,1978-03-01,34914.367428515754,35199.06321010344,-284.69578158768854,-0.82
Bandon Hatchery,1979-03-01,19040.88003254555,17855.722515899604,1185.1575166459443,6.22
Bandon Hatchery,1980-03-01,37451.31375172988,37822.440542975506,-371.1267912456242,-0.99
Bandon Hatchery,1981-03-01,18082.388508954056,17771.27708761497,311.1114213390865,1.72
Bandon Hatchery,1982-03-01,59485.666140131834,59731.93630507965,-246.27016494781856,-0.41
Bandon Hatchery,1983-03-01,90692.91161985461,91434.07130057445,-741.1596807198366,-0.82
Bandon Hatchery,1984-03-01,47558.17454044018,47339.5166135632,218.6579268769783,0.46
Bandon Hatchery,1985-03-01,19420.790733426194,18933.51173336358,487.2790000626155,2.51
Bandon Hatchery,1986-03-01,55743.58121042628,55930.18105628873,-186.59984586245264,-0.33
Bandon Hatchery,1987-03-01,29644.758997950004,29373.659880952095,271.09911699790973,0.91
Bandon Hatchery,1988-03-01,14091.330883238104,14449.662753392655,-358.3318701545504,-2.54
Bandon Hatchery,1989-03-01,37481.97686525031,39085.916061077965,-1603.9391958276537,-4.28
Bandon Hatchery,1990-03-01,19448.366311051926,19395.41565757632,52.950653475607396,0.27
Bandon Hatchery,1991-03-01,21806.437581295406,21638.129576101255,168.3080051941506,0.77
Bandon Hatchery,1992-03-01,12993.808302600137,13014.263768594254,-20.45546599411682,-0.16
Bandon Hatchery,1993-03-01,27471.9372809874,28194.001520282614,-722.0642392952141,-2.63
Bandon Hatchery,1994-03-01,14865.41615570722,14376.075311167273,489.3408445399473,3.29
Bandon Hatchery,1995-03-01,47678.507302160375,48883.31283971764,-1204.8055375572658,-2.53
Bandon Hatchery,1996-03-01,67186.86270299669,67723.68762469324,-536.8249216965487,-0.8
Bandon Hatchery,1997-03-01,51867.62307639047,52531.14031398422,-663.5172375937545,-1.28
Bandon Hatchery,1998-03-01,57473.124390969526,56326.83693444017,1146.2874565293532,1.99
Bandon Hatchery,1999-03-01,81678.11860042241,82500.50979921316,-822.3911987907486,-1.01
Bandon Hatchery,2000-03-01,44915.23441917787,46012.69831061436,-1097.4638914364914,-2.44
Bandon Hatchery,2001-03-01,9248.417393949405,9226.816145677856,21.601248271548684,0.23
Bandon Hatchery,2002-03-01,32406.85614742083,33157.93131622007,-751.0751687992415,-2.32
Bandon Hatchery,2003-03-01,33289.276998185625,34198.76299647552,-909.48599828989245,-2.73
Bandon Hatchery,2004-03-01,38505.20359445263,39355.6316289464,-850.4280344937724,-2.21
Bandon Hatchery,2005-03-01,12046.445221583179,11972.669248515114,73.77597306806456,0.61
Bandon Hatchery,2006-03-01,50087.5438945473,50566.987158562966,-479.4432640156665,-0.96
Bandon Hatchery,1915-04-01,11674.577076830761,11757.299588695421,-82.72251186466019,-0.71
Bandon Hatchery,1916-04-01,40311.16468782331,40504.05159625732,-192.88690843401127,-0.48
Bandon Hatchery,1917-04-01,34405.039210704854,32691.948027360508,1713.091183344346,4.98
Bandon Hatchery,1918-04-01,26845.954764782837,27102.07668863764,-256.12192385480375,-0.95
Bandon Hatchery,1919-04-01,43519.28181498542,43894.104777007014,-374.8229620215934,-0.86
Bandon Hatchery,1920-04-01,17215.71040595255,16974.20139435101,241.50901160154172,1.4
Bandon Hatchery,1921-04-01,29651.04029738265,29613.888379842876,37.15191753977342,0.13
Bandon Hatchery,1922-04-01,39077.27407677699,39599.2756620176,-522.0015852406141,-1.34
Bandon Hatchery,1923-04-01,17234.82823532538,17151.280643561324,83.54759176405787,0.48
Bandon Hatchery,1924-04-01,9036.724593343988,8765.049787194897,271.6748061490907,3.01
Bandon Hatchery,1925-04-01,28914.219574468698,28970.262514820755,-56.042940352057485,-0.19
Bandon Hatchery,1926-04-01,11791.414192963173,11524.547788896223,266.86640406695005,2.26
Bandon Hatchery,1927-04-01,34277.04334562423,34264.805087714,12.238257910234097,0.04
Bandon Hatchery,1928-04-01,50552.867080388925,51059.154683525616,-506.28760313669045,-1
Bandon Hatchery,1929-04-01,15406.97974362558,15399.177165075718,7.8025785498612095,0.05
Bandon Hatchery,1930-04-01,11472.807605836055,11374.760750914593,98.046854921462,0.85
Bandon Hatchery,1931-04-01,17303.922724955453,17362.68392537357,-58.76120041811737,-0.34
Bandon Hatchery,1932-04-01,36964.49003810881,37207.06667412843,-242.57663601962122,-0.66
Bandon Hatchery,1933-04-01,35872.25856675866,36162.58516669673,-290.3265999380674,-0.81
Bandon Hatchery,1934-04-01,17057.251971723115,16810.21665104818,247.03532067493506,1.45
Bandon Hatchery,1935-04-01,34973.13551468969,35080.89939931191,-107.76388462221803,-0.31
Bandon Hatchery,1936-04-01,23110.3686450482,23039.96652824871,70.40211679948698,0.3
Bandon Hatchery,1937-04-01,32919.72334001172,32636.426803571365,283.2965364403535,0.86
Bandon Hatchery,1938-04-01,66311.6778479984,66772.25244268392,-460.5745946855168,-0.69
Bandon Hatchery,1939-04-01,13945.557812116227,14181.074710468016,-235.51689835178877,-1.69
Bandon Hatchery,1940-04-01,44113.37885819565,44256.14868901914,-142.76983082349034,-0.32
Bandon Hatchery,1941-04-01,15849.854943464687,15823.234650471852,26.620292992834948,0.17
Bandon Hatchery,1942-04-01,18534.520631646574,18099.74938736607,434.7712442805023,2.35
Bandon Hatchery,1943-04-01,31043.788413210354,31090.21742370935,-46.42901049899592,-0.15
Bandon Hatchery,1944-04-01,13758.191907719203,13385.64461951213,372.5472882070735,2.71
Bandon Hatchery,1945-04-01,30514.17409199624,30969.776306572177,-455.602214575938,-1.49
Bandon Hatchery,1946-04-01,30416.82241728428,30610.03212712831,-193.20970984403175,-0.64
Bandon Hatchery,1947-04-01,24135.62152511301,24814.943606885394,-679.322081772385,-2.81
Bandon Hatchery,1948-04-01,43623.93108879195,43447.82821421781,176.10287457414233,0.4
Bandon Hatchery,1949-04-01,27518.663866335195,26784.892387028427,733.771479306768,2.67
Bandon Hatchery,1950-04-01,45714.96330977825,46323.81175574391,-608.8484459656611,-1.33
Bandon Hatchery,1951-04-01,27510.790279974037,27481.772458902302,29.017821071734943,0.11
Bandon Hatchery,1952-04-01,30600.497488423942,30639.86999755914,-39.372509135198925,-0.13
Bandon Hatchery,1953-04-01,31596.278100657495,31623.260795030717,-26.98269437322233,-0.09
Bandon Hatchery,1954-04-01,34067.05337884489,34060.355547319596,6.697831525292713,0.02
Bandon Hatchery,1955-04-01,25477.605704194193,24224.014914058258,1253.590790135935,4.92
Bandon Hatchery,1956-04-01,40190.471930469175,40229.51997709255,-39.04804662337119,-0.1
Bandon Hatchery,1957-04-01,43475.27367576799,43181.01357611964,294.2600996483452,0.68
Bandon Hatchery,1958-04-01,46621.91903992459,46814.37071296802,-192.45167304342613,-0.41
Bandon Hatchery,1959-04-01,25529.318573694247,25503.192792106674,26.12578158757242,0.1
Bandon Hatchery,1960-04-01,32318.380472168225,31619.606105070765,698.7743670974596,2.16
Bandon Hatchery,1961-04-01,46314.503546922286,46583.44055961112,-268.9370126888316,-0.58
Bandon Hatchery,1962-04-01,24408.51076909334,24728.500751839103,-319.989982745763,-1.31
Bandon Hatchery,1963-04-01,43726.616636305844,43773.06454361258,-46.44790730673412,-0.11
Bandon Hatchery,1964-04-01,24996.054593601326,24851.737876738516,144.3167168628097,0.58
Bandon Hatchery,1965-04-01,17879.89570452879,17781.482450832984,98.4132536958059,0.55
Bandon Hatchery,1966-04-01,29532.46455880365,29737.18471757806,-204.72015877440936,-0.69
Bandon Hatchery,1967-04-01,30272.629675105603,30505.234438440286,-232.6047633346825,-0.77
Bandon Hatchery,1968-04-01,23852.24798231883,24236.642492216713,-384.39450989788384,-1.61
Bandon Hatchery,1969-04-01,20809.287828795408,20627.668754246206,181.6190745492022,0.87
Bandon Hatchery,1970-04-01,23073.869897171528,22865.693254020516,208.17664315101138,0.9
Bandon Hatchery,1971-04-01,52850.16326187321,53353.02104443846,-502.85778256524645,-0.95
Bandon Hatchery,1972-04-01,46212.68738331572,46224.604738870235,-11.917355554513051,-0.03
Bandon Hatchery,1973-04-01,15898.6886736708,15651.738457900574,246.95021577022635,1.55
Bandon Hatchery,1974-04-01,63614.56551695899,64185.74880373888,-571.1832867798948,-0.9
Bandon Hatchery,1975-04-01,52499.37255173396,53289.962774649204,-790.5902229152416,-1.51
Bandon Hatchery,1976-04-01,30355.75267076391,30394.91202104628,-39.159350282367086,-0.13
Bandon Hatchery,1977-04-01,8279.361181816268,8119.643917994819,159.7172638214488,1.93
Bandon Hatchery,1978-04-01,24593.350724551052,24575.12646117255,18.224263378502656,0.07
Bandon Hatchery,1979-04-01,21507.396677177043,19981.33645840757,1526.0602187694712,7.1
Bandon Hatchery,1980-04-01,32913.8373827323,33094.173521245284,-180.33613851298287,-0.55
Bandon Hatchery,1981-04-01,24653.2299003399,24376.17709547052,277.0528048693777,1.12
Bandon Hatchery,1982-04-01,52491.90806608418,52754.744102407094,-262.8360363229149,-0.5
Bandon Hatchery,1983-04-01,68476.0887244515,69111.1772436379,-635.0885191863927,-0.93
Bandon Hatchery,1984-04-01,41021.049423616954,41139.80826759242,-118.75884397546906,-0.29
Bandon Hatchery,1985-04-01,21234.139653110316,20803.74103168203,430.39862142828497,2.03
Bandon Hatchery,1986-04-01,31123.295464177667,31051.88519100192,71.41027317574844,0.23
Bandon Hatchery,1987-04-01,22818.51245574808,22589.886662285582,228.62579346249913,1
Bandon Hatchery,1988-04-01,14402.93610469534,14742.109475115023,-339.1733704196831,-2.35
Bandon Hatchery,1989-04-01,38568.1122615809,39456.230447452566,-888.1181858716664,-2.3
Bandon Hatchery,1990-04-01,13546.835012729625,13513.832823833352,33.002188896272855,0.24
Bandon Hatchery,1991-04-01,23011.457569095903,22947.197617890386,64.2599512055167,0.28
Bandon Hatchery,1992-04-01,14222.05826674533,14269.354848035393,-47.29658129006384,-0.33
Bandon Hatchery,1993-04-01,44155.36814874101,44855.20040437708,-699.8322556360727,-1.58
Bandon Hatchery,1994-04-01,11759.837570377002,11168.595018224438,591.2425521525638,5.03
Bandon Hatchery,1995-04-01,48334.52256625702,48897.43186342996,-562.9092971729406,-1.16
Bandon Hatchery,1996-04-01,40499.876468239316,40671.05100674341,-171.1745385040922,-0.42
Bandon Hatchery,1997-04-01,35264.62692074275,35419.1258055605,-154.4988848177527,-0.44
Bandon Hatchery,1998-04-01,48113.309219507624,48097.75317733733,15.556042170297587,0.03
Bandon Hatchery,1999-04-01,43735.14217875476,43844.972378015584,-109.83019926082488,-0.25
Bandon Hatchery,2000-04-01,25441.28740548008,25559.03481143023,-117.74740595014737,-0.46
Bandon Hatchery,2001-04-01,9508.26422213855,9459.54237443963,48.7218476989201,0.51
Bandon Hatchery,2002-04-01,22697.967351794137,22746.86290605766,-48.89555426352308,-0.22
Bandon Hatchery,2003-04-01,50510.46214905947,51297.6084263927,-787.1462773332241,-1.56
Bandon Hatchery,2004-04-01,25536.831870563972,25621.947256495387,-85.1153859314145,-0.33
Bandon Hatchery,2005-04-01,21173.940465797205,20795.583739591217,378.3567262059878,1.79
Bandon Hatchery,2006-04-01,35551.00282590419,35687.24589358265,-136.24306767846429,-0.38
Bandon Hatchery,1915-05-01,11102.214053169022,10620.572432519582,481.6416206494396,4.34
Bandon Hatchery,1916-05-01,25866.63946996703,24787.56492993365,1079.07454003338,4.17
Bandon Hatchery,1917-05-01,26588.651962573895,25149.72515363227,1438.9268089416255,5.41
Bandon Hatchery,1918-05-01,13663.042921490438,13404.74006690096,258.30285458947765,1.89
Bandon Hatchery,1919-05-01,21913.346889136046,21612.694357287215,300.65253184883113,1.37
Bandon Hatchery,1920-05-01,11617.011857456253,11259.825748490093,357.18610896615974,3.07
Bandon Hatchery,1921-05-01,19791.73399471985,18953.82617902601,837.9078156938376,4.23
Bandon Hatchery,1922-05-01,22623.337889028066,22146.9813184821,476.35657054596595,2.11
Bandon Hatchery,1923-05-01,11380.379057686638,11129.878188879993,250.50086880664458,2.2
Bandon Hatchery,1924-05-01,7352.118228939976,7056.648467362688,295.4697615772875,4.02
Bandon Hatchery,1925-05-01,23053.992825627603,22728.792286326414,325.20053930118956,1.41
Bandon Hatchery,1926-05-01,11120.613423374907,10419.002569903001,701.610853471906,6.31
Bandon Hatchery,1927-05-01,18133.588427149894,17501.435714495714,632.1527126541805,3.49
Bandon Hatchery,1928-05-01,30072.994617455588,29955.131817919806,117.86279953578196,0.39
Bandon Hatchery,1929-05-01,11003.803146729519,10865.192565759928,138.61058096959096,1.26
Bandon Hatchery,1930-05-01,11872.059383785756,11470.02161750298,402.0377662827759,3.39
Bandon Hatchery,1931-05-01,9789.52156524994,9633.69679310062,155.82477214931896,1.59
Bandon Hatchery,1932-05-01,26830.038276312007,25863.647503370226,966.3907729417806,3.6
Bandon Hatchery,1933-05-01,23646.129654510692,22128.87199449679,1517.2576600139037,6.42
Bandon Hatchery,1934-05-01,13526.347204958582,13165.132684581127,361.2145203774544,2.67
Bandon Hatchery,1935-05-01,19258.751809383335,19010.29689895081,248.45491043252332,1.29
Bandon Hatchery,1936-05-01,17431.72157150453,16390.110565257506,1041.6110062470252,5.98
Bandon Hatchery,1937-05-01,25974.15828768485,25185.189089056454,788.9691986283979,3.04
Bandon Hatchery,1938-05-01,26253.824564984778,25947.654578956157,306.16998602862077,1.17
Bandon Hatchery,1939-05-01,9397.800501650785,9228.097811561775,169.7026900890105,1.81
Bandon Hatchery,1940-05-01,22984.553223912364,22242.940812696514,741.6124112158504,3.23
Bandon Hatchery,1941-05-01,14849.927024051995,14098.153404947963,751.7736191040312,5.06
Bandon Hatchery,1942-05-01,15918.75992664216,15070.992819716545,847.7671069256157,5.33
Bandon Hatchery,1943-05-01,19738.09815441467,19485.636636375457,252.46151803921384,1.28
Bandon Hatchery,1944-05-01,12165.081878746427,11714.716792289231,450.3650864571955,3.7
Bandon Hatchery,1945-05-01,23814.024193969508,22461.890783278042,1352.1334106914655,5.68
Bandon Hatchery,1946-05-01,13923.179504198899,13738.687950739291,184.49155345960753,1.33
Bandon Hatchery,1947-05-01,13033.977581349855,13055.82486285947,-21.84728150961564,-0.17
Bandon Hatchery,1948-05-01,30569.05869221774,29339.685377692665,1229.3733145250735,4.02
Bandon Hatchery,1949-05-01,19458.0172252938,18147.6429205496,1310.3743047442003,6.73
Bandon Hatchery,1950-05-01,20750.257018810655,20475.99960570381,274.25741310684316,1.32
Bandon Hatchery,1951-05-01,15000.797755835236,14500.127155274964,500.67060056027185,3.34
Bandon Hatchery,1952-05-01,15117.530049502584,14843.006957138592,274.52309236399196,1.82
Bandon Hatchery,1953-05-01,21937.880047092927,20939.202902435245,998.6771446576822,4.55
Bandon Hatchery,1954-05-01,16852.499443457174,16657.808692809973,194.69075064720164,1.16
Bandon Hatchery,1955-05-01,21414.88497464457,20248.786201678315,1166.0987729662556,5.45
Bandon Hatchery,1956-05-01,19690.062173017126,18773.580080432603,916.4820925845233,4.65
Bandon Hatchery,1957-05-01,23320.45915067058,22502.693078693294,817.7660719772866,3.51
Bandon Hatchery,1958-05-01,22003.827467004772,21777.42448870711,226.40297829766132,1.03
Bandon Hatchery,1959-05-01,15912.457169813026,15407.835159715727,504.6220100972987,3.17
Bandon Hatchery,1960-05-01,25239.658973597107,23831.401289166028,1408.2576844310788,5.58
Bandon Hatchery,1961-05-01,26176.048261928838,25063.715183235894,1112.3330786929437,4.25
Bandon Hatchery,1962-05-01,18627.94711500703,18090.952213562705,536.9949014443264,2.88
Bandon Hatchery,1963-05-01,43561.55129394858,41634.35367179903,1927.1976221495497,4.42
Bandon Hatchery,1964-05-01,13963.638937112568,13506.119556919546,457.5193801930218,3.28
Bandon Hatchery,1965-05-01,14483.028111291935,14123.90113895777,359.12697233416475,2.48
Bandon Hatchery,1966-05-01,13616.565680962492,13417.135237208066,199.43044375442696,1.46
Bandon Hatchery,1967-05-01,20150.218348364448,19780.311566796092,369.90678156835565,1.84
